Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,6650.0,-38,66.3308,6.219493006992953,4.0
d-022,G1X1-2,12400.0,-58,66.3308,1.294324577861359,4.0
d-021,G3X3S-1,16400.0,-54,66.3308,1.1398865393358626,3.9204
d-020,G3X3S-2,13500.0,-66,66.3308,1.1201414944737549,3.9204
d-019,G2X2S-1,12500.0,-42,66.3308,2.898375161701786,3.9601
d-018,G2X2S-2,6520.0,-56,66.3308,4.78037656391674,3.9601
d-017,G2X2L-1,14800.0,-57,66.3308,1.7629513343797865,4.0
d-016,G2X2L-2,12700.0,-47,66.3308,2.419770168855428,4.0
