Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,8020.0,-51,66.3269,3.979600591715976,4.0
d-022,G1X1-2,13200.0,-59,66.3269,2.1520847381433983,4.0
d-021,G3X3S-1,11100.0,-67,66.3269,1.2812031384853455,3.9204
d-020,G3X3S-2,7780.0,-57,66.3269,3.378737443523184,3.9204
d-019,G2X2S-1,11800.0,-55,66.3269,1.749097274675122,3.9601
d-018,G2X2S-2,4700.0,-60,66.3269,6.943297857668936,3.9601
d-017,G2X2L-1,15300.0,-62,66.3269,1.3907342657342314,4.0
d-016,G2X2L-2,12700.0,-59,66.3269,1.7446949602121242,4.0
