,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,7840.0,-64,65.7627,2.721153846154079,4.0
21,d-022,G1X1-2,9610.0,-62,65.7627,2.2221350078491944,4.0
22,d-021,G3X3S-1,15300.0,-73,65.7627,1.0770932543722562,3.9204
23,d-020,G3X3S-2,13500.0,-72,65.7627,0.9418191236370553,3.9204
24,d-019,G2X2S-1,9330.0,-55,65.7627,1.8841793039415953,3.9601
25,d-018,G2X2S-2,7640.0,-67,65.7627,1.9424528906614646,3.9601
26,d-017,G2X2L-1,16800.0,-68,65.7627,1.1338575217885873,4.0
27,d-016,G2X2L-2,9740.0,-63,65.7627,1.6498371335505246,4.0
