,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,7670.0,-50,66.1866,3.8638193202149314,4.0
21,d-022,G1X1-2,22900.0,-64,66.1866,1.1730769230769744,4.0
22,d-021,G3X3S-1,21800.0,-71,66.1866,0.6162850515476513,3.9204
23,d-020,G3X3S-2,12600.0,-61,66.1866,2.242758223926881,3.9204
24,d-019,G2X2S-1,20400.0,-62,66.1866,1.2839139838275269,3.9601
25,d-018,G2X2S-2,7440.0,-59,66.1866,2.4466077091012264,3.9601
26,d-017,G2X2L-1,19400.0,-57,66.1866,1.7980769230770375,4.0
27,d-016,G2X2L-2,12500.0,-53,66.1866,2.1971373375484182,4.0
