Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,4320.0,-39,66.2348,9.538131313131595,4.0
d-022,G1X1-2,10200.0,-59,66.2348,1.924475524475516,4.0
d-021,G3X3S-1,14700.0,-56,66.2348,1.3441249543275389,3.9204
d-020,G3X3S-2,12600.0,-61,66.2348,1.7382102943599786,3.9204
d-019,G2X2S-1,14400.0,-43,66.2348,2.8766550066516423,3.9601
d-018,G2X2S-2,5790.0,-69,66.2348,4.085625913360535,3.9601
d-017,G2X2L-1,11800.0,-59,66.2348,1.847013321873473,4.0
d-016,G2X2L-2,10600.0,-44,66.2348,3.224193548387032,4.0
