,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,6580.0,-63,65.7371,3.3432484781406346,4.0
21,d-022,G1X1-2,9940.0,-72,65.7371,1.7096005917163675,4.0
22,d-021,G3X3S-1,9780.0,-70,65.7371,3.4652496221858082,3.9204
23,d-020,G3X3S-2,9900.0,-62,65.7371,2.475527917109525,3.9204
24,d-019,G2X2S-1,12500.0,-63,65.7371,1.566043421971149,3.9601
25,d-018,G2X2S-2,6290.0,-62,65.7371,3.2733274318087315,3.9601
26,d-017,G2X2L-1,12400.0,-60,65.7371,2.126046738072141,4.0
27,d-016,G2X2L-2,10800.0,-62,65.7371,1.7502958579881815,4.0
