,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,26200.0,-36,65.8144,1.7502958579881231,4.0
21,d-022,G1X1-2,14200.0,-60,65.8144,1.6309272918862583,4.0
22,d-021,G3X3S-1,16300.0,-69,65.8144,0.04385922389518937,3.9204
23,d-020,G3X3S-2,10800.0,-65,65.8144,0.972208104506268,3.9204
24,d-019,G2X2S-1,13400.0,-54,65.8144,1.0944839105742517,3.9601
25,d-018,G2X2S-2,8760.0,-67,65.8144,1.2852330385189377,3.9601
26,d-017,G2X2L-1,17600.0,-71,65.8144,0.8282544378696653,4.0
27,d-016,G2X2L-2,10700.0,-65,65.8144,2.1406162843004974,4.0
