,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,5190.0,-61,66.3601,4.0689848082951645,4.0
21,d-022,G1X1-2,11000.0,-51,66.3601,3.0539489136817806,4.0
22,d-021,G3X3S-1,17800.0,-68,66.3601,0.4662663695738874,3.9204
23,d-020,G3X3S-2,11800.0,-65,66.3601,1.2459482156451018,3.9204
24,d-019,G2X2S-1,13600.0,-64,66.3601,1.2653636600368665,3.9601
25,d-018,G2X2S-2,6470.0,-60,66.3601,2.354782663361019,3.9601
26,d-017,G2X2L-1,10100.0,-57,66.3601,2.343907348757326,4.0
27,d-016,G2X2L-2,11700.0,-59,66.3601,1.6357879924953944,4.0
