,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,22600.0,-38,65.7004,2.143639053254354,4.0
21,d-022,G1X1-2,13900.0,-59,65.7004,1.9772514071296008,4.0
22,d-021,G3X3S-1,15200.0,-70,65.7004,1.229682406269267,3.9204
23,d-020,G3X3S-2,10900.0,-63,65.7004,1.4800772376529479,3.9204
24,d-019,G2X2S-1,11100.0,-58,65.7004,1.4098285117172231,3.9601
25,d-018,G2X2S-2,8090.0,-67,65.7004,1.2334575855699976,3.9601
26,d-017,G2X2L-1,18400.0,-74,65.7004,2.5949654278307235,4.0
27,d-016,G2X2L-2,10000.0,-64,65.7004,1.2943245778613122,4.0
