,Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
20,d-023,G1X1-1,2860.0,-51,66.1883,5.484230769232116,4.0
21,d-022,G1X1-2,18200.0,-63,66.1883,1.9971081550029055,4.0
22,d-021,G3X3S-1,14800.0,-70,66.1883,0.7600645559183734,3.9204
23,d-020,G3X3S-2,9100.0,-57,66.1883,2.46699256023279,3.9204
24,d-019,G2X2S-1,15600.0,-62,66.1883,1.0327374535354674,3.9601
25,d-018,G2X2S-2,7180.0,-58,66.1883,2.8768056539998343,3.9601
26,d-017,G2X2L-1,17800.0,-59,66.1883,1.549825174825139,4.0
27,d-016,G2X2L-2,11500.0,-54,66.1883,2.1261898636480843,4.0
