Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Temperature (C),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2)
d-023,G1X1-1,7410.0,-47,66.0473,2.088461538461564,4.0
d-022,G1X1-2,5960.0,-62,66.0473,3.664102564102405,4.0
d-021,G3X3S-1,7310.0,-54,66.0473,2.383375675363789,3.9204
d-020,G3X3S-2,3500.0,-47,66.0473,5.467078893651951,3.9204
d-019,G2X2S-1,3380.0,-44,66.0473,5.831282426822305,3.9601
d-018,G2X2S-2,8050.0,-46,66.0473,4.924765562123146,3.9601
d-017,G2X2L-1,6580.0,-46,66.0473,5.704649464459521,4.0
d-016,G2X2L-2,3000.0,-47,66.0473,7.436188811189593,4.0
