Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,105000.0,-54,65.7783
100.0,43600.0,-11,65.7783
215.44346900318823,40600.0,-12,65.7783
464.15888336127773,38000.0,-16,65.7783
1000.0,35200.0,-26,65.7783
2154.4346900318824,31500.0,-47,65.7783
4641.588833612777,27700.0,-71,65.7783
