Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,74900.0,-12,66.3803
100.0,69100.0,-11,66.3803
215.44346900318823,64400.0,-12,66.3803
464.15888336127773,59800.0,-16,66.3803
1000.0,54700.0,-26,66.3803
2154.4346900318824,48100.0,-48,66.3803
4641.588833612777,42900.0,-67,66.3803
