Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,485.0,-36,0.0,1.7272,65.5458
a-025,IR02,421.0,-39,699.7250147935171,0.8103,65.5458
a-026,IR03,323.0,-29,392.2971872784669,1.1716,65.5458
a-027,IR04,544.0,-35,346.6803953168501,1.2028,65.5458
a-011,IR05,492.0,-57,70.87826536338505,1.4268,65.5458
a-023,IR06,745.0,-34,269.7978416172999,1.377,65.5458
a-022,IR07,87000.0,-29,9.298109298107454,0.594,65.5458
a-021,IR08,401.0,-29,543.7968528399293,0.8375,65.5458
a-020,IR09,562.0,-32,297.2344677285959,1.008,65.5458
a-004,IR10,677.0,-40,122.2555364973946,1.2387,65.5458
a-028,PT01,1170.0,-24,35.313088082020265,3.2472,65.5458
a-029,PT02,342.0,-49,51.93781091633336,2.1784,65.5458
a-030,PT03,343.0,-43,60.29658955191067,2.0868,65.5458
a-031,PT04,435.0,-43,50.45698309754132,2.3458,65.5458
a-015,PT05,1660.0,-43,36.88705486811918,2.0832,65.5458
a-019,PT06,444.0,-73,31.188895017192092,2.6302,65.5458
a-018,PT07,303.0,-66,41.26875109019458,2.1168,65.5458
a-017,PT08,628.0,-64,56.995744218983525,1.7199,65.5458
a-016,PT09,606.0,-58,88.1439448334397,1.607,65.5458
a-000,PT10,698.0,-59,28.45226188923341,2.8304,65.5458
