Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,98.8,-41,,,65.2
A-025,IR02,435.0,-53,,,65.2
A-026,IR03,438.0,-35,,,65.2
A-027,IR04,454.0,-38,,,65.2
A-011,IR05,203000.0,-27,,,65.2
A-023,IR06,452.0,-45,,,65.2
A-022,IR07,167000.0,-27,,,65.2
A-021,IR08,90900.0,-31,,,65.2
A-020,IR09,332.0,-42,,,65.2
A-004,IR10,502.0,-67,,,65.2
A-028,PT01,23200.0,-32,,,65.2
A-029,PT02,5230.0,-32,,,65.2
A-030,PT03,5280.0,-32,,,65.2
A-031,PT04,10200.0,-32,,,65.2
A-015,PT05,11600.0,-33,,,65.2
A-019,PT06,435.0,-72,,,65.2
A-018,PT07,266.0,-64,,,65.2
A-017,PT08,637.0,-67,,,65.2
A-016,PT09,667.0,-60,,,65.2
A-000,PT10,668.0,-61,,,65.2
