Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,283.0,6,33.37760396644042,1.7272,65.292
a-025,IR02,243.0,-22,455.90901755251406,0.8103,65.292
a-026,IR03,96.6,-22,533.7868004291998,1.1716,65.292
a-027,IR04,379.0,-31,118.7400339381,1.2028,65.292
a-011,IR05,452.0,-57,46.36518513726908,1.4268,65.292
a-023,IR06,302.0,-28,161.07107610376153,1.377,65.292
a-022,IR07,83900.0,-30,0.0,0.594,65.292
a-021,IR08,395.0,-27,294.68044393414755,0.8375,65.292
a-020,IR09,568.0,-32,153.83921633922682,1.008,65.292
a-004,IR10,647.0,-39,83.17046566074124,1.2387,65.292
a-028,PT01,188.0,15,31.220771895079324,3.2472,65.292
a-029,PT02,522.0,-35,31.24409207561341,2.1784,65.292
a-030,PT03,529.0,-32,43.574004484428485,2.0868,65.292
a-031,PT04,832.0,-30,38.3937686776757,2.3458,65.292
a-015,PT05,2050.0,-38,26.23443918509704,2.0832,65.292
a-019,PT06,175.0,-57,41.8462864284451,2.6302,65.292
a-018,PT07,253.0,-61,51.99551330503415,2.1168,65.292
a-017,PT08,569.0,-63,18.95946950894185,1.7199,65.292
a-016,PT09,625.0,-59,58.119126258520566,1.607,65.292
a-000,PT10,277.0,-134,17.912247949809426,2.8304,65.292
