Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,351.0,-38,,,65.1614
A-025,IR02,97.9,-22,,,65.1614
A-026,IR03,89.2,-19,,,65.1614
A-027,IR04,179.0,-39,,,65.1614
A-011,IR05,319000.0,-22,,,65.1614
A-023,IR06,169000.0,-19,,,65.1614
A-022,IR07,304000.0,-28,,,65.1614
A-021,IR08,400.0,-15,,,65.1614
A-020,IR09,199.0,-46,,,65.1614
A-004,IR10,376.0,-75,,,65.1614
A-028,PT01,2440.0,-14,,,65.1614
A-029,PT02,747.0,-30,,,65.1614
A-030,PT03,681.0,-21,,,65.1614
A-031,PT04,763.0,-16,,,65.1614
A-015,PT05,2230.0,-28,,,65.1614
A-019,PT06,619.0,-57,,,65.1614
A-018,PT07,365.0,-58,,,65.1614
A-017,PT08,351.0,-55,,,65.1614
A-016,PT09,561.0,-57,,,65.1614
A-000,PT10,501.0,67,,,65.1614
