Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,508.0,-50,213.413963226694,1.7272,65.3195
a-025,IR02,411.0,-35,1451.2668622220444,0.8103,65.3195
a-026,IR03,268.0,-53,392.2971872782209,1.1716,65.3195
a-027,IR04,470.0,-29,278.6672725932638,1.2028,65.3195
a-011,IR05,36300.0,-31,85.89270353359215,1.4268,65.3195
a-023,IR06,1020.0,-38,162.53364825954708,1.377,65.3195
a-022,IR07,72900.0,-30,0.0,0.594,65.3195
a-021,IR08,1230.0,-39,454.1446613088887,0.8375,65.3195
a-020,IR09,1980.0,-40,256.45163069866044,1.008,65.3195
a-004,IR10,2180.0,-42,148.27709759196753,1.2387,65.3195
a-028,PT01,744.0,-33,49.94297400063016,3.2472,65.3195
a-029,PT02,477.0,-42,46.110475038347005,2.1784,65.3195
a-030,PT03,432.0,-40,62.15669795144062,2.0868,65.3195
a-031,PT04,703.0,-36,47.54281659865338,2.3458,65.3195
a-015,PT05,1940.0,-40,35.150755851850015,2.0832,65.3195
a-019,PT06,300.0,-68,33.84843801566033,2.6302,65.3195
a-018,PT07,331.0,-65,70.93799058084771,2.1168,65.3195
a-017,PT08,620.0,-66,49.81721171637904,1.7199,65.3195
a-016,PT09,631.0,-60,81.27345930706467,1.607,65.3195
a-000,PT10,214.0,170,27.196648119055386,2.8304,65.3195
