Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,109.0,-54,,,65.2
A-025,IR02,375.0,-27,,,65.2
A-026,IR03,379.0,-5,,,65.2
A-027,IR04,340.0,-55,,,65.2
A-011,IR05,202000.0,-27,,,65.2
A-023,IR06,418.0,-23,,,65.2
A-022,IR07,166000.0,-26,,,65.2
A-021,IR08,21900.0,-22,,,65.2
A-020,IR09,333.0,-40,,,65.2
A-004,IR10,503.0,-66,,,65.2
A-028,PT01,21800.0,-31,,,65.2
A-029,PT02,5490.0,-32,,,65.2
A-030,PT03,5340.0,-30,,,65.2
A-031,PT04,10400.0,-31,,,65.2
A-015,PT05,11800.0,-32,,,65.2
A-019,PT06,417.0,-73,,,65.2
A-018,PT07,295.0,-65,,,65.2
A-017,PT08,611.0,-67,,,65.2
A-016,PT09,677.0,-61,,,65.2
A-000,PT10,667.0,-61,,,65.2
