Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,218.0,-6,,,65.1926
A-025,IR02,293.0,-3,,,65.1926
A-026,IR03,350.0,-2,,,65.1926
A-027,IR04,187.0,-41,,,65.1926
A-011,IR05,314000.0,-24,,,65.1926
A-023,IR06,201000.0,-22,,,65.1926
A-022,IR07,318000.0,-29,,,65.1926
A-021,IR08,182.0,-31,,,65.1926
A-020,IR09,186.0,-48,,,65.1926
A-004,IR10,365.0,-75,,,65.1926
A-028,PT01,2460.0,-15,,,65.1926
A-029,PT02,752.0,-30,,,65.1926
A-030,PT03,677.0,-22,,,65.1926
A-031,PT04,708.0,-18,,,65.1926
A-015,PT05,2160.0,-29,,,65.1926
A-019,PT06,607.0,-57,,,65.1926
A-018,PT07,356.0,-58,,,65.1926
A-017,PT08,380.0,-53,,,65.1926
A-016,PT09,572.0,-56,,,65.1926
A-000,PT10,142.0,-111,,,65.1926
