Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,333.0,-28,,1.7272,65.3034
a-025,IR02,137.0,-28,,0.8103,65.3034
a-026,IR03,114.0,-27,,1.1716,65.3034
a-027,IR04,437.0,-38,,1.2028,65.3034
a-011,IR05,59900.0,-23,,1.4268,65.3034
a-023,IR06,702.0,-31,,1.377,65.3034
a-022,IR07,62900.0,-30,,0.594,65.3034
a-021,IR08,37100.0,-32,,0.8375,65.3034
a-020,IR09,1410.0,-35,,1.008,65.3034
a-004,IR10,1500.0,-38,,1.2387,65.3034
a-028,PT01,23700.0,-37,,3.2472,65.3034
a-029,PT02,7510.0,-27,,2.1784,65.3034
a-030,PT03,7700.0,-26,,2.0868,65.3034
a-031,PT04,14700.0,-26,,2.3458,65.3034
a-015,PT05,15800.0,-26,,2.0832,65.3034
a-019,PT06,475.0,-74,,2.6302,65.3034
a-018,PT07,289.0,-67,,2.1168,65.3034
a-017,PT08,581.0,-66,,1.7199,65.3034
a-016,PT09,666.0,-59,,1.607,65.3034
a-000,PT10,166.0,-140,,2.8304,65.3034
