Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,276.0,-58,,,65.2
A-025,IR02,414.0,-9,,,65.2
A-026,IR03,380.0,-49,,,65.2
A-027,IR04,170.0,-41,,,65.2
A-011,IR05,205000.0,-28,,,65.2
A-023,IR06,439.0,-36,,,65.2
A-022,IR07,554000.0,-51,,,65.2
A-021,IR08,353000.0,-45,,,65.2
A-020,IR09,338.0,-40,,,65.2
A-004,IR10,477.0,-67,,,65.2
A-028,PT01,33100.0,-43,,,65.2
A-029,PT02,405.0,-49,,,65.2
A-030,PT03,325.0,-44,,,65.2
A-031,PT04,448.0,-60,,,65.2
A-015,PT05,1810.0,-46,,,65.2
A-019,PT06,466.0,-73,,,65.2
A-018,PT07,485.0,-51,,,65.2
A-017,PT08,667.0,-67,,,65.2
A-016,PT09,717.0,-59,,,65.2
A-000,PT10,738.0,-60,,,65.2
