Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,401.0,-45,420.3112195807802,1.7272,65.1748
a-025,IR02,381.0,-52,562.0509246617805,0.8103,65.1748
a-026,IR03,466.0,-32,395.000687461398,1.1716,65.1748
a-027,IR04,585.0,-37,277.39761070335936,1.2028,65.1748
a-011,IR05,489.0,-34,191.5165502897996,1.4268,65.1748
a-023,IR06,1220.0,-39,72.5853181238888,1.377,65.1748
a-022,IR07,1280.0,-39,0.0,0.594,65.1748
a-021,IR08,28400.0,-26,19.619777045296207,0.8375,65.1748
a-020,IR09,2350.0,-41,73.98416220530883,1.008,65.1748
a-004,IR10,2630.0,-44,47.12436146361839,1.2387,65.1748
a-028,PT01,26900.0,-33,6.980899153939574,3.2472,65.1748
a-029,PT02,464.0,-57,32.75212412385203,2.1784,65.1748
a-030,PT03,521.0,-38,45.1210452774912,2.0868,65.1748
a-031,PT04,654.0,-50,39.02637774876876,2.3458,65.1748
a-015,PT05,1180.0,-43,33.7620564691386,2.0832,65.1748
a-019,PT06,354.0,-73,35.83165860722917,2.6302,65.1748
a-018,PT07,399.0,-64,31.037441109382623,2.1168,65.1748
a-017,PT08,299.0,-53,75.2277388419073,1.7199,65.1748
a-016,PT09,736.0,-57,67.72845490954793,1.607,65.1748
a-000,PT10,694.0,-56,26.48704178805953,2.8304,65.1748
