Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,556.0,-48,241.4237954418176,1.7272,66.0321
a-025,IR02,658.0,-39,658.5879873551305,0.8103,66.0321
a-026,IR03,449.0,-31,376.8846178327035,1.1716,66.0321
a-027,IR04,172.0,-44,256.6517712579777,1.2028,66.0321
a-011,IR05,422.0,-58,187.77654921469457,1.4268,66.0321
a-023,IR06,923.0,-40,93.76552204735331,1.377,66.0321
a-022,IR07,959.0,-41,0.0,0.594,66.0321
a-021,IR08,1160.0,-39,64.60849598164896,0.8375,66.0321
a-020,IR09,1790.0,-42,89.63736263737096,1.008,66.0321
a-004,IR10,1970.0,-45,57.07559414026402,1.2387,66.0321
a-028,PT01,28000.0,-34,2.732618783165358,3.2472,66.0321
a-029,PT02,432.0,-57,29.482412403363032,2.1784,66.0321
a-030,PT03,527.0,-37,37.27021983039657,2.0868,66.0321
a-031,PT04,675.0,-50,34.85640457249777,2.3458,66.0321
a-015,PT05,1150.0,-44,30.19676936622528,2.0832,66.0321
a-019,PT06,354.0,-73,36.40846264981005,2.6302,66.0321
a-018,PT07,918.0,-46,130.02451692945715,2.1168,66.0321
a-017,PT08,783.0,-69,69.88143941888357,1.7199,66.0321
a-016,PT09,691.0,-61,76.24495396742005,1.607,66.0321
a-000,PT10,788.0,-63,22.38986520919325,2.8304,66.0321
