Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,306.0,-25,,,65.3367
A-025,IR02,146.0,-22,,,65.3367
A-026,IR03,110.0,-21,,,65.3367
A-027,IR04,409.0,-42,,,65.3367
A-011,IR05,185000.0,-27,,,65.3367
A-023,IR06,523.0,-32,,,65.3367
A-022,IR07,468000.0,-46,,,65.3367
A-021,IR08,321000.0,-40,,,65.3367
A-020,IR09,335.0,-41,,,65.3367
A-004,IR10,513.0,-67,,,65.3367
A-028,PT01,35300.0,-42,,,65.3367
A-029,PT02,521.0,-44,,,65.3367
A-030,PT03,426.0,-35,,,65.3367
A-031,PT04,564.0,-46,,,65.3367
A-015,PT05,1930.0,-43,,,65.3367
A-019,PT06,436.0,-74,,,65.3367
A-018,PT07,326.0,-67,,,65.3367
A-017,PT08,638.0,-66,,,65.3367
A-016,PT09,645.0,-60,,,65.3367
A-000,PT10,680.0,-59,,,65.3367
