Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,961.0,-26,226.2103755360628,1.7272,65.5374
a-025,IR02,928.0,-56,85.20111259848616,0.8103,65.5374
a-026,IR03,714.0,-52,325.5464803774673,1.1716,65.5374
a-027,IR04,861.0,-78,270.8462929837053,1.2028,65.5374
a-011,IR05,819.0,-85,228.76739938590285,1.4268,65.5374
a-023,IR06,1110.0,-27,288.0220296599017,1.377,65.5374
a-022,IR07,1050.0,-59,0.0,0.594,65.5374
a-021,IR08,90000.0,-37,97.40459893068082,0.8375,65.5374
a-020,IR09,1370.0,-42,184.69843065433383,1.008,65.5374
a-004,IR10,1610.0,-38,123.55384987985418,1.2387,65.5374
a-028,PT01,14700.0,-35,32.9688842960061,3.2472,65.5374
a-029,PT02,4900.0,128,50.575228113789535,2.1784,65.5374
a-030,PT03,1280.0,-59,46.825073095990646,2.0868,65.5374
a-031,PT04,653.0,-44,45.637548421010834,2.3458,65.5374
a-015,PT05,2000.0,-40,-72.19046634426307,2.0832,65.5374
a-019,PT06,1100.0,-46,37.493492744045255,2.6302,65.5374
a-018,PT07,1270.0,-62,33.56059945345866,2.1168,65.5374
a-017,PT08,809.0,-58,46.603335614330895,1.7199,65.5374
a-016,PT09,910.0,-54,78.79704909015004,1.607,65.5374
a-000,PT10,990.0,-54,26.78343705366442,2.8304,65.5374
