Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,566.0,-57,,,65.3
A-025,IR02,371.0,-72,,,65.3
A-026,IR03,419.0,-56,,,65.3
A-027,IR04,482.0,-41,,,65.3
A-011,IR05,298.0,-37,,,65.3
A-023,IR06,867.0,-39,,,65.3
A-022,IR07,939.0,-40,,,65.3
A-021,IR08,1200.0,-37,,,65.3
A-020,IR09,1680.0,-42,,,65.3
A-004,IR10,1880.0,-44,,,65.3
A-028,PT01,21800.0,-34,,,65.3
A-029,PT02,500.0,-49,,,65.3
A-030,PT03,626.0,-33,,,65.3
A-031,PT04,773.0,-44,,,65.3
A-015,PT05,1250.0,-40,,,65.3
A-019,PT06,360.0,-73,,,65.3
A-018,PT07,648.0,-48,,,65.3
A-017,PT08,738.0,-66,,,65.3
A-016,PT09,665.0,-60,,,65.3
A-000,PT10,730.0,-61,,,65.3
