Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,100.0,-47,,,65.2
A-025,IR02,143.0,-26,,,65.2
A-026,IR03,348.0,-26,,,65.2
A-027,IR04,173.0,-37,,,65.2
A-011,IR05,198000.0,-28,,,65.2
A-023,IR06,553.0,-36,,,65.2
A-022,IR07,179000.0,-30,,,65.2
A-021,IR08,97000.0,-29,,,65.2
A-020,IR09,318.0,-42,,,65.2
A-004,IR10,483.0,-69,,,65.2
A-028,PT01,23900.0,-33,,,65.2
A-029,PT02,5220.0,-33,,,65.2
A-030,PT03,5400.0,-31,,,65.2
A-031,PT04,9960.0,-31,,,65.2
A-015,PT05,11400.0,-32,,,65.2
A-019,PT06,428.0,-72,,,65.2
A-018,PT07,302.0,-67,,,65.2
A-017,PT08,604.0,-67,,,65.2
A-016,PT09,663.0,-61,,,65.2
A-000,PT10,667.0,-61,,,65.2
