Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,238.0,-26,,,65.4
A-025,IR02,121.0,-30,,,65.4
A-026,IR03,303.0,-13,,,65.4
A-027,IR04,471.0,-30,,,65.4
A-011,IR05,57000.0,-23,,,65.4
A-023,IR06,289.0,-28,,,65.4
A-022,IR07,55900.0,-27,,,65.4
A-021,IR08,420.0,-27,,,65.4
A-020,IR09,566.0,-32,,,65.4
A-004,IR10,667.0,-39,,,65.4
A-028,PT01,2130.0,-22,,,65.4
A-029,PT02,432.0,-53,,,65.4
A-030,PT03,339.0,-40,,,65.4
A-031,PT04,544.0,-56,,,65.4
A-015,PT05,1660.0,-45,,,65.4
A-019,PT06,452.0,-75,,,65.4
A-018,PT07,286.0,-69,,,65.4
A-017,PT08,588.0,-67,,,65.4
A-016,PT09,636.0,-61,,,65.4
A-000,PT10,78.6,145,,,65.4
