Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,205.0,-46,215.17066003688612,1.7272,66.4441
a-025,IR02,308.0,-33,821.9494520862165,0.8103,66.4441
a-026,IR03,324.0,-48,392.2971872784669,1.1716,66.4441
a-027,IR04,323.0,-14,296.6776616250846,1.2028,66.4441
a-011,IR05,386.0,-38,273.3940513587411,1.4268,66.4441
a-023,IR06,890.0,-38,93.830476221369,1.377,66.4441
a-022,IR07,969.0,-40,0.0,0.594,66.4441
a-021,IR08,1160.0,-37,127.6713866564594,0.8375,66.4441
a-020,IR09,1750.0,-41,108.09519320547972,1.008,66.4441
a-004,IR10,1940.0,-43,66.15030646273877,1.2387,66.4441
a-028,PT01,20900.0,-35,2.7859343090084634,3.2472,66.4441
a-029,PT02,516.0,-50,31.055397045110197,2.1784,66.4441
a-030,PT03,637.0,-32,37.44998099836537,2.0868,66.4441
a-031,PT04,774.0,-44,37.62862595670919,2.3458,66.4441
a-015,PT05,1230.0,-40,31.78017546969586,2.0832,66.4441
a-019,PT06,349.0,-71,38.2988131934964,2.6302,66.4441
a-018,PT07,676.0,-59,68.51548728727887,2.1168,66.4441
a-017,PT08,695.0,-68,66.0920667260504,1.7199,66.4441
a-016,PT09,506.0,-57,97.81111928694791,1.607,66.4441
a-000,PT10,680.0,-62,25.934009295331546,2.8304,66.4441
