Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
A-024,IR01,436.0,-46,,,65.4
A-025,IR02,364.0,-45,,,65.4
A-026,IR03,329.0,-23,,,65.4
A-027,IR04,527.0,-36,,,65.4
A-011,IR05,666.0,-53,,,65.4
A-023,IR06,796.0,-29,,,65.4
A-022,IR07,81400.0,-27,,,65.4
A-021,IR08,437.0,-28,,,65.4
A-020,IR09,567.0,-32,,,65.4
A-004,IR10,689.0,-40,,,65.4
A-028,PT01,1480.0,-24,,,65.4
A-029,PT02,307.0,-49,,,65.4
A-030,PT03,697.0,-34,,,65.4
A-031,PT04,361.0,-41,,,65.4
A-015,PT05,1640.0,-44,,,65.4
A-019,PT06,442.0,-72,,,65.4
A-018,PT07,750.0,-53,,,65.4
A-017,PT08,582.0,-65,,,65.4
A-016,PT09,573.0,-58,,,65.4
A-000,PT10,692.0,-59,,,65.4
