Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,111.0,-46,241.350431401306,1.7272,65.4247
a-025,IR02,106.0,-29,1466.6932475168492,0.8103,65.4247
a-026,IR03,222.0,-1,469.71706454471087,1.1716,65.4247
a-027,IR04,147.0,-35,363.9630240062288,1.2028,65.4247
a-011,IR05,504.0,-58,65.02019369583464,1.4268,65.4247
a-023,IR06,941.0,-37,269.7978416172999,1.377,65.4247
a-022,IR07,80700.0,-30,0.0,0.594,65.4247
a-021,IR08,1120.0,-37,252.4551501928515,0.8375,65.4247
a-020,IR09,1880.0,-40,288.6280794368824,1.008,65.4247
a-004,IR10,2060.0,-42,129.24167810340893,1.2387,65.4247
a-028,PT01,1460.0,-22,111.34089487757971,3.2472,65.4247
a-029,PT02,534.0,-37,39.7977343992716,2.1784,65.4247
a-030,PT03,521.0,-33,51.157458604267525,2.0868,65.4247
a-031,PT04,826.0,-31,42.48601428412724,2.3458,65.4247
a-015,PT05,2030.0,-38,46.8916164480256,2.0832,65.4247
a-019,PT06,461.0,-28,80.21171419615706,2.6302,65.4247
a-018,PT07,643.0,-54,92.73613291453084,2.1168,65.4247
a-017,PT08,589.0,-64,49.7429741127264,1.7199,65.4247
a-016,PT09,557.0,-58,94.4258293045046,1.607,65.4247
a-000,PT10,684.0,-58,27.488400021489696,2.8304,65.4247
