Channel Number,Channel Name,Impedance Magnitude at 1000 Hz (ohms),Impedance Phase at 1000 Hz (degrees),Charge Injection Capacity @ 1000 us (uC/cm^2),Geometric Surface Area (mm^2),Temperature (C)
a-024,IR01,487.0,-60,0.0,1.7272,65.3471
a-025,IR02,363.0,-29,847.3894558967551,0.8103,65.3471
a-026,IR03,319.0,-35,438.9325654363232,1.1716,65.3471
a-027,IR04,559.0,-33,282.5599459582713,1.2028,65.3471
a-011,IR05,676.0,-53,71.41311325499699,1.4268,65.3471
a-023,IR06,738.0,-23,226.95648287807265,1.377,65.3471
a-022,IR07,101000.0,-31,7.173094799809166,0.594,65.3471
a-021,IR08,397.0,-28,557.5966322235377,0.8375,65.3471
a-020,IR09,577.0,-34,247.40133232784447,1.008,65.3471
a-004,IR10,689.0,-40,123.69333568358772,1.2387,65.3471
a-028,PT01,1310.0,-24,45.504853511909445,3.2472,65.3471
a-029,PT02,330.0,-52,51.74835775810888,2.1784,65.3471
a-030,PT03,784.0,-37,61.58533595446179,2.0868,65.3471
a-031,PT04,392.0,-42,52.10515838646609,2.3458,65.3471
a-015,PT05,1650.0,-44,30.73072110858613,2.0832,65.3471
a-019,PT06,447.0,-72,24.622652269790755,2.6302,65.3471
a-018,PT07,776.0,-37,76.04366532922758,2.1168,65.3471
a-017,PT08,602.0,-65,46.64329023303715,1.7199,65.3471
a-016,PT09,588.0,-59,90.88985687616145,1.607,65.3471
a-000,PT10,698.0,-58,27.982345523333965,2.8304,65.3471
