Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
10.0,7802308.0,-18.82933,71.2882
21.544346900318832,5242178.0,-12.06141,71.2836
46.41588833612777,4117053.0,-28.10609,71.2733
100.0,1816369.0,167.0072,71.2672
215.44346900318823,343244.8,-81.62712,71.2587
464.15888336127773,944046.5,0.2162312,71.249
1000.0,637178.9,-25.43634,71.2606
2154.4346900318824,201364.6,-54.67804,71.2555
4641.588833612777,123624.0,-117.4745,71.2598
10000.0,71277.51,-89.94703,71.2493
