Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,158000.0,-20,65.8005
100.0,135000.0,-18,65.8005
215.44346900318823,118000.0,-17,65.8005
464.15888336127773,107000.0,-19,65.8005
1000.0,96700.0,-25,65.8005
2154.4346900318824,90600.0,-36,65.8005
4641.588833612777,76200.0,-57,65.8005
