Frequency,Impedance,Phase Angle,Temperature (Dry Bath)
46.41588833612777,93300.0,-68,65.8257
100.0,31600.0,-17,65.8257
215.44346900318823,27700.0,-16,65.8257
464.15888336127773,24900.0,-18,65.8257
1000.0,22300.0,-26,65.8257
2154.4346900318824,19400.0,-41,65.8257
4641.588833612777,16400.0,-55,65.8257
